一茎,15
朵,15
朵花,15
芳香,15
咱们,14
种花,14
春兰,1
c,6
goeringii,1
又称,33
可惜,17
歌名,2
梁静茹,4
歌曲,27
丝路,1
通往,1
爱,26
路途,1
作曲,12
曹轩宾,2
填词,2
李焯,1
雄,2
编曲,1
陈飞午,1
网络,6
知道,42
但,26
首歌,10
前面,4
找,3
看看,1
是不是,2
这个,24
月光,7
月光如水,3
如洗,1
拼音,3
yu,1
gu,1
ng,2
r,2
shu,1
皎洁,2
柔和,1
如同,1
闪光,1
缓缓,1
流动,1
清水,1
形容,7
月色,1
美好,4
夜晚,2
出处,3
唐,11
赵嘏,1
江楼,2
感旧,1
诗,7
独上,1
思,3
渺然,1
水如,1
金庸,18
最后,24
一部,12
武侠小说,10
哪一部,8
鹿鼎记,1
作出,2
尝试,1
小说,8
失败,2
创出,1
新路子,1
所以,39
封笔,1
与其说是,1
不愿,2
再,5
毋宁,1
无法,3
摆脱,1
特有,3
这种,11
过于,1
单调,1
思维,1
方式,8
结果,7
秒表,9
走,9
一圈,7
多少,73
秒,9
大针,1
30,8
小针,1
一格,1
分钟,15
机械,3
表盘,1
外面,1
秒针,1
分针,1
量程,1
圈,4
自己,51
算,12
大圈,2
整圈,2
格,2
每个,17
一样,22
小圈,2
看大圈,1
一大,1
一分钟,1
设计,21
分度,1
值,2
答案,30
女史,9
箴图,9
东晋,11
哪位,47
著名画家,9
画,9
擅长,3
人物,51
画家,7
顾恺之,4
画卷,1
长三,1
四九,1
厘米,21
宽,4
绢,1
地,18
横幅,1
分九图,1
王羲之,2
王献之,1
书法家,3
女,3
卫夫人,2
生前,1
名望,1
已,33
远播,1
海内,1
拜在门下,1
学习,7
书法,2
其后,2
青出于蓝,1
馆藏,1
名画,1
传为,1
作,6
洛神赋,1
图,4
香菇,16
植物,23
菌类,3
皇后,22
香蕈,1
冬菇,1
生长,2
木材,2
真菌类,2
苹果,8
啊,53
低等植物,1
花蕈,1
香信,1
椎茸,1
冬,1
菰,1
厚菇,1
花菇,1
味道鲜美,1
香气,1
沁人,1
营养,4
丰富,4
素有,4
美誉,2
资阳市,6
资阳,5
名片,1
西部,7
车城,1
四川省,27
环境优美,1
示范,1
节能,1
之,84
绿色,30
三贤,1
故里,2
长寿,8
乡,8
四川,20
来说,7
线,5
日前,1
记者,1
有关,5
部门,1
获悉,1
成功,5
园林城市,2
赋予,1
生机,1
城市绿地,1
建设,2
评选,1
重要,11
标准,17
希望,12
玉米,11
产量,16
最多,39
出口量,2
美国,91
甘蔗,1
巴西,16
印度,5
古巴,19
蔗糖,1
多,23
大豆,1
出口,4
阿根廷,7
分布,3
平衡,1
按,6
三国,19
1991,4
终结者,13
男,14
主演,21
施瓦辛格,13
阿诺德,1
arnoldschwarzenegger,1
饰,7
t,2
800,3
型号,1
101,1
琳达,2
汉密尔顿,2
lindahamilton,1
sarahconnor,1
迈克尔,3
比恩,3
michaelbiehn,1
kylereese,1
theterminator,1
1984,2
詹姆斯,2
卡梅隆,1
阿诺,1
类型,36
动作,1
科幻,1
惊悚,1
制片,7
英国,27
语言,3
英语,9
西班牙语,3
上映,3
10,31
26,11
男主角,7
饰演,16
反派,2
机,1
杀,5
肖恩,1
康纳,1
母亲,38
角色,5
深入人心,1
第二部,2
改为,6
主角,7
真正,8
空调,16
发明者,12
国人,28
威利斯,3
开利,3
Willis,1
Haviland,1
Carrier,1
1876,1
1950,2
工程师,2
发明家,3
系统,5
创始人,4
因其,1
行业,7
巨大贡献,1
誉为,1
父,33
称为,30
制冷,2
之父,16
哈维兰,2
德,2
卡里尔,2
译作,1
1902,1
安装,1
孝感,16
大学,11
只要,4
省线,1
且,17
志愿,1
报,2
学院,9
应该,32
问题,16
哦,12
学校,7
艺术类,1
综合,4
成绩,1
专业,4
60%,1
40%,2
相加,1
高到,1
低,1
录取,3
还要,2
看,20
今天,5
多不多,1
孝感市,1
学府,6
二本,7
很,20
众所周知,1
传说,14
就象,1
家,27
宜宾,2
想,12
二级,4
基本,2
命名,2
特色,2
执念,2
深深,2
刘琦,2
旗下,2
品牌,33
主打,1
智能手机,4
做,13
不错,3
呢,10
如果,20
女生,1
的话,17
挺,2
像素,1
分辨率,4
高,30
专,1
充满活力,1
热爱生活,1
积极,5
乐观,2
追逐,1
梦想,5
群体,1
打造,2
精致,1
个性,3
潮流,2
卓越,1
外观,1
专业级,1
音质,1
享受,1
令人,2
惊喜,1
充满,3
乐趣,1
易用,1
用户,4
体验,1
帮助,7
ta,1
们,33
实现,3
生活,17
更,7
气候,10
南方,3
该省,2
青藏,1
亚热带,6
季风气候,4
高山,1
高原气候,1
四川盆地,2
秦岭,2
淮河,1
以南,1
特点,7
夏季,3
高温多雨,2
冬季,2
温和,2
少雨,1
常绿,1
阔叶林,1
植被,1
加上,2
湿润,1
四大发明,18
最为,36
久远,17
发展,24
作用,21
显著,17
造纸术,3
指南针,1
火药,1
印刷术,1
发明,68
人类,11
进程,1
伟大,19
贡献,4
传入,2
以后,15
社会,11
古代,45
纸,2
进步,3
正确,10
d,6
西汉,4
改进,1
东汉,3
蔡伦,1
蔡侯纸,1
地位,4
海贼王,11
里,95
罗,13
特拉,3
法尔加,3
外文,3
trafalgarlaw,2
名称,7
死亡,2
外科医生,2
配音,2
神谷,1
浩史,1
宋克军,1
生日,30
年龄,1
性别,1
身高,6
191cm,1
家乡,1
北海,2
原,6
悬赏,1
金,6
4,30
多拉,2
当家的,1
海贼,2
医生,2
挖走,1
100,5
心脏,1
献给,1
政府,6
海贼团,3
红心,2
身份,8
船长,1
赏金,1
亿,4
水浒传,19
著作,21
同时,4
许多,3
文学史,3
论述,2
著作权,2
归之于,1
施耐庵,3
一人,3
长期以来,2
作者,55
看法,2
人们,13
留下,3
极,2
深刻,3
印象,2
罗贯中,3
对于,5
关系,21
学术界,1
众说纷纭,1
一些,12
知名,2
专家,4
认为,9
至少,1
部分,4
张,11
娜拉,9
完整版,1
个人资料,3
大全,1
个人简历,2
姓名,5
韩国,6
1981,2
18,16
双鱼座,1
06,15
冠军杯,15
冠军,39
世界杯,47
巴塞罗那,5
今年,7
足球,23
锦标赛,2
欧洲杯,1
05,3
决赛,1
法国巴黎,1
进行,10
逆转,1
击败,1
阿森纳,2
夺得,3
坎贝尔,1
先入,1
一球,1
埃托奥,1
贝莱蒂,1
扳,1
两球,1
几千年,10
传统,21
孕育,10
奉献精神,10
儿子,23
描述,9
鞠躬尽瘁,1
死而后已,1
正好,1
准确,2
一生,7
邓稼先,3
中华民族,4
核武器,1
事业,2
修辞手法,1
比喻,4
拟人,1
救人一命,7
胜造,7
浮屠,17
指,77
建造,6
功德,3
很大,1
救,2
一条,8
性命,1
得到,5
胜过,1
七座,1
佛教徒,1
高僧,2
死后,2
供奉,4
舍利,1
七级,1
塔有,1
七层,2
道,12
待遇,1
三层,4
五层,1
不过,10
很少,2
音译,2
过来,1
第一次,36
进入,14
太空,10
动物,40
狗,22
1957,2
苏联,7
又,22
发射,2
第一颗,2
生物卫星,2
sputnik2,1
号,43
上面,6
小狗,3
莱伊,6
卡,6
没,9
记错,1
一只,1
前,36
查查,1
航天史,1
清楚,2
第一个,45
发射卫星,1
飞船,1
比,9
早,4
推荐,6
雌性,1
好像,3
鸡,19
黑猩猩,1
北宋,23
建国,10
时所定,10
京都,10
开封,12
都城,4
汴京,5
汴梁,18
东京,7
河南,13
国都,2
今,30
开封市,4
五代,1
共同,5
后周,1
强大,2
宋朝,3
奠基,1
基础,2
赵匡胤,1
国都定,1
赛尔,15
主题歌,12
一等,5
星,5
塞尔,1
第三季,4
每集,1
正片,1
播完,1
显示,4
主题曲,4
心灵,1
战场,1
第二季,1
seer,1
李俊,1
然,1
天梭,15
哪国,50
竭诚,1
解答,1
麻烦,1
亲,3
不吝,1
赐,1
好评,3
感激不尽,1
勇于创新,1
却,7
从未,1
忘记,1
血脉,1
档次,2
三类,2
表,1
比较,12
低档,1
表了,1
浪琴,1
广告,1
名气,1
而已,1
手表,3
众多,3
当中,2
天梭表,1
150,5
余年,2
制表,2
工艺,22
不断创新,1
精神,1
销量,1
名列前茅,1
业中,1
佼佼者,2
评论,5
已有,2
0,15
条,6
万表热,1
搜,2
赫,1
柏林,3
一家,7
1853,1
1983,1
加入,5
最大,165
制造商,1
分销商,1
斯沃琪,1
设立,3
力,1
洛克,1
Le,1
Locle,1
设有,1
服务,8
推广,1
机构,14
玉门市,17
甘肃省,12
市,62
河西走廊,3
2002,4
国务院,32
批准,6
酒泉,1
撤地,1
设市,3
酒泉市,1
代管,1
阳关,1
敦煌市,1
地名,1
白帝城,1
重庆市,1
奉节县,1
东,10
巴峡,1
湖北,2
巴东县,1
西,12
二十里,1
江自,1
巫山,1
入,2
巴东,1
为巴峡,1
发动机,17
种,11
活塞式,4
早期,3
直升机,3
应用,3
用于,5
带动,2
螺旋桨,2
旋翼,2
大型,2
功率,2
2500,1
千瓦,1
各,4
航空公司,1
燃料,3
两大类,1
汽油,2
喷气,1
分别,21
适用,1
不同,24
仍,5
广泛,2
轻型,1
超轻型,1
钢琴,10
一共,14
多少级,8
几级,7
音协,1
业余,2
中央音乐学院,4
考级,2
9,20
另外,4
表演,2
上海音乐学院,1
办,1
再有,1
全世界,5
承认,2
英国皇家,2
音乐学院,1
总共,10
十级,2
至于,4
每,4
一级,23
大约,3
学,6
考看,1
个人,7
主动,7
用心,1
每年,12
两级,1
必,1
每考,1
通过,28
曲目,3
这样,7
第一级,1
练习曲,2
对歌,1
旋律,1
第二级,1
二月,1
猎人,2
合唱,1
第三级,1
天真烂漫,1
浏阳河,1
永远,3
快,2
三点水,8
心,15
qin,2
沁人心脾,1
海螺,6
螃蟹,6
寄居蟹,4
拉丁,3
学名,4
Paguridae,2
英文名,9
Hermit,1
Crab,1
白,4
住房,3
干,5
住屋,2
因,15
非常,8
凶猛,1
螯,1
吃掉,1
软体动物,1
贝类,1
肉,1
霸占,2
其壳,1
为己,1
从不,1
交租,1
得名,3
叫做,16
以螺壳,1
寄体,1
寄居,2
螺体,1
直径,1
外形,2
介于,3
虾,1
蟹,1
之间,17
多数,2
螺壳,1
怪物,1
第一艘,10
核潜艇,10
层,16
冰层,10
下,49
穿越,11
北冰洋,20
冰冠,10
哪一年,39
维多利亚港,18
Victoria,1
Harbour,1
香港,8
香港岛,2
九龙半岛,1
港口,2
海域,4
东起,1
鲤鱼门,1
西面,1
海界,1
青衣,1
岛至,1
中间,4
尖,2
沙嘴,1
中环,1
夜景,2
无论,1
趟,1
仍会,1
她,62
绝色,1
风华,1
迷醉,1
世界各地,2
旅客,1
纷至,1
沓,1
地址,11
日间,1
蓝天白云,1
碧水,1
小船,1
万吨,1
巨轮,1
进出,1
海港,1
互不,1
干扰,1
便,10
更加,1
灯火,1
璀璨,1
缔造,1
东方之珠,1
壮丽,1
攻略,3
包含,3
门票,1
实用信息,1
真实,9
蜂蜂,1
亲历,2
点评,2
分享,5
维多利,1
茂名,15
石油,2
加工,7
水果,5
北运,1
菜,2
广东省,32
能源,1
原材料,1
重化工业,1
茂名市,3
较,4
地级市,9
全省,5
21,8
中排,1
第,29
位,5
农业,2
经济,14
比较发达,1
总产值,2
粮食,1
总产量,6
油料作物,1
猪肉,1
中均,1
排,1
第一位,3
地处,12
西南部,6
紧挨,1
湛江,1
新兴,2
国有,1
全市,5
陆地,4
总面积,9
11459,1
申奥,17
女儿,28
申军谊,6
据,8
寄托,1
能够,6
圆,1
奥斯卡,1
小金人,1
姓李,1
父母,2
小鸟,2
毕业,10
中戏,1
其父,1
大西南,1
剿匪,1
记,2
1989,2
弱弱,12
问,28
度娘,13
百度,33
老板,5
叫度娘,1
管理员,2
不怕,2
问度娘,1
用语,2
搜索,3
软件资源,1
27,6
新华社,7
发布,11
人民政协,5
项,5
决议案,5
定都,7
北平,11
改称,5
新闻稿,5
醒目,5
电头,5
金砖,9
五国,9
哪些,8
俄罗斯,14
南非,1
五个,4
Brazail,1
Russia,1
India,1
China,1
SouthAfrica,1
周润发,12
到底,14
详细资料,1
chowyun,1
fat,1
籍贯,2
广东,14
宝安,1
南丫岛,1
生肖,1
羊,3
星座,2
金牛座,1
180cm,1
喜欢,25
妈妈,6
运动,14
浅水,1
帆板,1
行,6
经历,2
1974,4
考入,2
无线电视,1
第三期,1
奥林匹克,15
起源于,25
希腊,17
雅典,8
奥运会,49
分,21
时期,34
第一届,10
伊菲,1
图斯,1
伯罗奔尼撒,1
统治者,1
公元前,43
776,3
举办,8
每隔,1
四年,4
一次,16
公元,34
394,1
皇帝,43
狄奥多,1
西一世,1
禁止,2
奥林匹克运动会,1
古希腊,2
1896,7
无论是,2
古,13
还是,16
日至,4
抗日战争,13
冀中平原,12
坚持,13
敌后,12
抗战,13
群众,12
南宁,9
南京,24
k1192,8
次列车,8
几点,8
K1192,2
次,10
火车,2
时刻表,1
始发站,1
终点站,1
快速,3
发车,1
08,5
到达,20
29,6
运行,12
天,27
03,5
里程,2
1840,1
公里,23
停靠,1
火车站,1
详细情况,1
见,4
马鞍山,1
点,5
16,5
车站,1
历时,3
39,8
硬座,1
12.5,1
结婚,16
四十五年,9
称,29
四十五,1
蓝宝石,1
婚,1
青玉婚,1
小城,12
大事,18
国语版,11
大城,4
歌词,11
在世界上,2
照片,3
吓,1
跳,2
么,4
脸,2
发现,18
无名指,3
长情,2
曲线,2
一段,2
感情,2
十年,3
http,10
www,6
jueku,1
com,10
play,1
49502,1
asp,1
吓一跳,1
那么,25
感谢,2
快乐,7
N,1
多人,1
XZ,1
国语,2
朋友,8
扫码,3
继续,3
优酷,2
APP,2
微信,2
观看,1
二维码,1
小时,26
有效,2
可,10
好友,2
立即,3
下载,5
请,23
根据,18
设备,6
选择,8
工作日,13
多久,8
除了,9
六日,1
节假日,1
以外,1
工作,10
二个,1
遇到,3
周六,1
周日,1
顺延,1
周一,2
周五,2
其中,15
两天,2
星期,2
第二个,2
闭服,1
封号,1
完美,12
所谓,4
为什么,3
人员,3
漏洞,1
玩家,4
承担,1
嘛,2
日子,1
哪天,7
咱,1
ppb14,1
下水,9
密度,11
一杯,1
水,35
一桶,1
物质,12
1.0,2
103,1
千克,2
米,24
合,2
克,6
意义,14
诗人,59
陆游,22
朝代,100
南宋,9
文学家,9
史学家,3
爱国,6
1125,4
1210,2
字务观,2
放翁,3
汉族,11
越州,2
山阴,2
绍兴,5
生逢,1
灭亡,1
之际,1
时即,1
深受,1
家庭,2
思想,9
熏陶,1
13,10
浙江,24
词人,1
现留,1
诗作,1
笔耕不辍,1
诗词,2
留世,1
很多,31
留诗,1
一位,4
时代,4
少数民族,2
政权,3
金国,1
频频,1
向,8
发动战争,1
积贫积弱,1
丧失,1
国土,2
被迫,1
不断,2
向南,3
迁移,2
战乱,1
动荡,1
之中,3
六一,20
居士,20
别号,14
欧阳修,6
关于,15
名号,1
63,1
那年,3
传,2
讲,3
明白,17
吾,3
字永叔,3
醉翁,3
晚号,3
吉州,2
永丰,1
今属,2
江西,2
自称,1
庐陵,3
原属,1
郡,1
諡号,1
文忠,1
人称,3
欧阳文忠,1
公,1
县人,1
生,9
於,4
宋真宗,1
景德,1
神宗,1
熙宁,1
五年,7
自言,1
集,12
古录,1
一千卷,1
藏书,1
一万卷,1
有琴,1
一张,2
棋,1
一局,1
酒一壶,1
一翁,1
老于,1
其间,1
故自号,1
1007,1
1072,1
政治家,12
唐宋八,1
大家,8
之一,46
中山,11
北,19
一路,10
虹口区,2
虹口,1
闸北区,1
1230,1
周武王,13
姬发,4
腰鼓舞,2
forte,8
车,23
起亚,5
福瑞迪,4
一款,4
入门级,1
紧凑,1
轿车,1
指导价,1
9.88,1
13.48,1
日产,9
蓝鸟,3
国内,8
跑,3
轩逸,2
车上,11
标示,1
别克君威,2
福特,2
福克斯,2
叫轩,1
逸,3
市场,15
FORTE,1
东风,6
悦达起亚,1
韩系,1
紧凑型,1
三厢车,3
太平洋,50
汽车网,1
Forte,2
频道,3
报价,1
图片,2
参数,1
配置,1
试驾,1
评测,1
信息,8
火岸,6
目写,6
隔岸观火,2
首发,1
命中,1
谢谢,1
尼桑,12
骊威,15
产地,14
工厂,2
广州,4
花都,2
骐达,1
颐达,1
骏逸,1
逍客,1
奇骏,1
生产厂,1
广州市,1
花都区,1
不止,1
所有,13
车型,1
那里,2
厂家,1
郑州,2
毛泽东,17
哪一天,6
署名,1
孙国林,1
文章,6
过生日,1
轶闻,1
趣事,1
透露,1
有时,1
一天,10
邀请,1
聚一聚,1
餐桌上,1
摆,2
简单,5
红,5
白酒,1
人聊,1
一聊,1
1964,3
71,2
出乎,3
意料,2
破天荒,2
地要,2
请客,2
平生,2
公开,6
宴会,4
主题,3
招待,2
劳模,2
无疑,3
饱含,2
著,20
劳动,5
深厚,5
情谊,2
张飞,14
无,23
事,19
吴氏,7
生非,5
飞,6
无事,1
爸,1
自然,12
姓张,1
词,5
妈,1
姓,15
吴,4
无从,1
考证,1
既,3
纪,1
生瑜何,1
何,2
生亮,1
周瑜,2
姓纪,1
孔明,1
洋,10
亚洲,17
大洋洲,4
美洲,5
南极洲,6
最深,15
边缘海,4
大洋,6
南起,2
南极,6
北到,1
北极,5
和澳洲,1
东界南,1
北美洲,20
占,11
地球,28
三分之一,1
千秋,25
冤案,10
莫须有,14
百战,10
忠魂,10
归去来,12
幅,9
对联,11
吴芳,1
培书,1
汤阴,1
岳庙,1
联题,1
岳王庙,1
注释,1
意,1
也许,1
宋史,1
韩世忠,1
秦桧,2
岳飞,6
犯,1
何罪,1
秦答,1
